Generacion; best; promedio; cuartil3; max; min; quartil1
1.000000; 0.272498; 0.727040; 0.727172; 0.727502; 0.726800; 0.726925
2.000000; 0.272050; 0.727290; 0.727482; 0.727950; 0.726812; 0.727153
3.000000; 0.271889; 0.727524; 0.727773; 0.728111; 0.726990; 0.727485
4.000000; 0.271814; 0.727893; 0.727950; 0.728186; 0.727345; 0.727576
5.000000; 0.271739; 0.727950; 0.728111; 0.728261; 0.727579; 0.727897
6.000000; 0.271739; 0.728186; 0.728186; 0.728261; 0.727502; 0.727984
7.000000; 0.271737; 0.728205; 0.728247; 0.728263; 0.727881; 0.728186
8.000000; 0.271719; 0.728245; 0.728261; 0.728281; 0.727794; 0.728213
9.000000; 0.271680; 0.728261; 0.728263; 0.728320; 0.727722; 0.728243
10.000000; 0.271286; 0.728275; 0.728306; 0.728714; 0.727967; 0.728261
11.000000; 0.271043; 0.728313; 0.728410; 0.728957; 0.727672; 0.728268
12.000000; 0.271043; 0.728714; 0.728773; 0.728957; 0.728014; 0.728372
13.000000; 0.270842; 0.728957; 0.728957; 0.729158; 0.727891; 0.728773
14.000000; 0.270722; 0.728957; 0.729144; 0.729278; 0.728499; 0.728773
15.000000; 0.270646; 0.729079; 0.729158; 0.729354; 0.728126; 0.728957
16.000000; 0.270646; 0.729158; 0.729354; 0.729354; 0.728071; 0.729144
17.000000; 0.270646; 0.729354; 0.729354; 0.729354; 0.728308; 0.729278
18.000000; 0.270296; 0.729354; 0.729354; 0.729704; 0.728752; 0.729354
19.000000; 0.270187; 0.729354; 0.729456; 0.729813; 0.728323; 0.729354
20.000000; 0.270187; 0.729469; 0.729704; 0.729813; 0.728294; 0.729456
21.000000; 0.269917; 0.729813; 0.729813; 0.730083; 0.728446; 0.729704
22.000000; 0.269917; 0.729813; 0.729813; 0.730083; 0.728188; 0.729813
23.000000; 0.269917; 0.729813; 0.730083; 0.730083; 0.729483; 0.729813
24.000000; 0.269792; 0.730083; 0.730083; 0.730208; 0.729447; 0.729851
25.000000; 0.269792; 0.730083; 0.730083; 0.730208; 0.729053; 0.730083
26.000000; 0.269792; 0.730083; 0.730208; 0.730208; 0.729058; 0.730083
27.000000; 0.269659; 0.730208; 0.730208; 0.730341; 0.728049; 0.730208
28.000000; 0.269505; 0.730208; 0.730296; 0.730495; 0.728142; 0.730208
29.000000; 0.269505; 0.730318; 0.730341; 0.730495; 0.728664; 0.730208
30.000000; 0.269505; 0.730495; 0.730495; 0.730495; 0.729311; 0.730341
31.000000; 0.269505; 0.730495; 0.730495; 0.730495; 0.728681; 0.730495
32.000000; 0.269505; 0.730495; 0.730495; 0.730495; 0.729205; 0.730495
33.000000; 0.269505; 0.730495; 0.730495; 0.730495; 0.728866; 0.730495
34.000000; 0.269505; 0.730495; 0.730495; 0.730495; 0.728592; 0.730495
35.000000; 0.269428; 0.730495; 0.730495; 0.730572; 0.729347; 0.730495
36.000000; 0.269428; 0.730495; 0.730495; 0.730572; 0.728732; 0.730495
37.000000; 0.268572; 0.730495; 0.730572; 0.731428; 0.729733; 0.730495
38.000000; 0.267711; 0.730572; 0.730572; 0.732289; 0.728695; 0.730495
39.000000; 0.267711; 0.730572; 0.731428; 0.732289; 0.728818; 0.730495
40.000000; 0.267711; 0.732289; 0.732289; 0.732289; 0.730435; 0.730895
41.000000; 0.266451; 0.732289; 0.732289; 0.733549; 0.729543; 0.732289
42.000000; 0.266451; 0.732289; 0.732289; 0.733549; 0.729527; 0.732289
43.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.730628; 0.732289
44.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.730977; 0.733549
45.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.729891; 0.733549
46.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.729993; 0.733549
47.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.729576; 0.733549
48.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.730518; 0.733549
49.000000; 0.266451; 0.733549; 0.733549; 0.733549; 0.730479; 0.733549
50.000000; 0.265473; 0.733549; 0.733549; 0.734527; 0.730340; 0.733549
51.000000; 0.265473; 0.733549; 0.733549; 0.734527; 0.730530; 0.733549
