Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
900.786252; 0.182994; 0.817006; 0.817006; 0.817006; 0.804294; 0.817006; 0.642264; 0.991748
1212.305084; 0.182994; 0.817006; 0.817006; 0.817006; 0.805304; 0.817006; 0.642264; 0.991748
1225.530254; 0.185154; 0.814846; 0.814846; 0.814846; 0.807175; 0.814846; 0.642451; 0.987241
945.683090; 0.185154; 0.814846; 0.814846; 0.814846; 0.804806; 0.814846; 0.642451; 0.987241
1313.680369; 0.185154; 0.814846; 0.814846; 0.814846; 0.805962; 0.814846; 0.642451; 0.987241
1097.334786; 0.183267; 0.816733; 0.816733; 0.816733; 0.805227; 0.816733; 0.642286; 0.991180
1311.911065; 0.185154; 0.814846; 0.814846; 0.814846; 0.803932; 0.814846; 0.642451; 0.987241
835.632444; 0.183267; 0.816733; 0.816733; 0.816733; 0.804752; 0.816733; 0.642286; 0.991180
1000.581707; 0.183267; 0.816733; 0.816733; 0.816733; 0.805635; 0.816733; 0.642286; 0.991180
1223.325373; 0.185154; 0.814846; 0.814846; 0.814846; 0.806814; 0.814846; 0.642451; 0.987241
