Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
365.117257; 0.198039; 0.801961; 0.801961; 0.801961; 0.768925; 0.801961; 0.640849; 0.963073
406.375567; 0.198039; 0.801961; 0.801961; 0.801961; 0.768847; 0.801961; 0.640849; 0.963073
293.971913; 0.198039; 0.801961; 0.801961; 0.801961; 0.771452; 0.801961; 0.640849; 0.963073
349.518780; 0.198039; 0.801961; 0.801961; 0.801961; 0.773199; 0.801961; 0.640849; 0.963073
330.443250; 0.219709; 0.780291; 0.780291; 0.780291; 0.767907; 0.780291; 0.667693; 0.892890
448.067166; 0.198039; 0.801961; 0.801961; 0.801961; 0.772488; 0.801961; 0.640849; 0.963073
458.747214; 0.198039; 0.801961; 0.801961; 0.801961; 0.769885; 0.801961; 0.640849; 0.963073
299.560372; 0.198039; 0.801961; 0.801961; 0.801961; 0.769572; 0.801961; 0.640849; 0.963073
343.463110; 0.198039; 0.801961; 0.801961; 0.801961; 0.774192; 0.801961; 0.640849; 0.963073
292.336561; 0.198039; 0.801961; 0.801961; 0.801961; 0.769810; 0.801961; 0.640849; 0.963073
