Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
1002.417090; 0.264445; 0.735555; 0.735555; 0.735555; 0.731963; 0.735555; 0.477593; 0.993517
1312.236986; 0.263954; 0.736046; 0.736046; 0.736046; 0.730726; 0.736046; 0.477529; 0.994563
1030.359596; 0.263954; 0.736046; 0.736046; 0.736046; 0.731899; 0.736046; 0.477529; 0.994563
952.187417; 0.263954; 0.736046; 0.736046; 0.736046; 0.729591; 0.736046; 0.477529; 0.994563
1312.647352; 0.264445; 0.735555; 0.735555; 0.735555; 0.730143; 0.735555; 0.477593; 0.993517
989.310071; 0.264445; 0.735555; 0.735555; 0.735555; 0.729432; 0.735555; 0.477593; 0.993517
1306.615709; 0.263954; 0.736046; 0.736046; 0.736046; 0.729741; 0.736046; 0.477529; 0.994563
1082.529126; 0.263954; 0.736046; 0.736046; 0.736046; 0.729815; 0.736046; 0.477529; 0.994563
969.707097; 0.263954; 0.736046; 0.736046; 0.736046; 0.731899; 0.736046; 0.477529; 0.994563
1020.691464; 0.263954; 0.736046; 0.736046; 0.736046; 0.730235; 0.736046; 0.477529; 0.994563
