Generacion; best; promedio; cuartil3; max; min; quartil1
1.000000; 0.365163; 0.632817; 0.633353; 0.634837; 0.631491; 0.632457
2.000000; 0.365163; 0.633869; 0.634499; 0.634837; 0.631628; 0.633418
3.000000; 0.364788; 0.634611; 0.634837; 0.635212; 0.633955; 0.634200
4.000000; 0.364288; 0.634837; 0.635007; 0.635712; 0.633669; 0.634778
5.000000; 0.364288; 0.635212; 0.635376; 0.635712; 0.634569; 0.634943
6.000000; 0.363964; 0.635712; 0.635712; 0.636036; 0.634087; 0.635372
7.000000; 0.363964; 0.635712; 0.635767; 0.636036; 0.634534; 0.635683
8.000000; 0.363964; 0.635861; 0.636036; 0.636036; 0.634547; 0.635712
9.000000; 0.363743; 0.636036; 0.636036; 0.636257; 0.634510; 0.636036
10.000000; 0.363743; 0.636036; 0.636159; 0.636257; 0.634484; 0.636036
11.000000; 0.361462; 0.636257; 0.636257; 0.638538; 0.634707; 0.636036
12.000000; 0.361462; 0.636257; 0.637834; 0.638538; 0.635772; 0.636257
13.000000; 0.361462; 0.638538; 0.638538; 0.638538; 0.634733; 0.636847
14.000000; 0.361396; 0.638538; 0.638538; 0.638604; 0.637313; 0.638538
15.000000; 0.360999; 0.638538; 0.638538; 0.639001; 0.635616; 0.638538
16.000000; 0.360631; 0.638571; 0.638604; 0.639369; 0.636771; 0.638538
17.000000; 0.360528; 0.638604; 0.639001; 0.639472; 0.636356; 0.638248
18.000000; 0.360177; 0.639298; 0.639472; 0.639823; 0.636720; 0.638538
19.000000; 0.360177; 0.639498; 0.639823; 0.639823; 0.635212; 0.639376
20.000000; 0.359409; 0.639823; 0.639823; 0.640591; 0.638222; 0.639712
21.000000; 0.358925; 0.639823; 0.640471; 0.641075; 0.638010; 0.639823
22.000000; 0.356524; 0.640801; 0.641075; 0.643476; 0.636030; 0.639823
23.000000; 0.356524; 0.641075; 0.641075; 0.643476; 0.637282; 0.640995
24.000000; 0.356524; 0.641075; 0.643476; 0.643476; 0.636421; 0.641075
25.000000; 0.356524; 0.643476; 0.643476; 0.643476; 0.637799; 0.641075
26.000000; 0.356524; 0.643476; 0.643476; 0.643476; 0.636929; 0.643324
27.000000; 0.356295; 0.643476; 0.643476; 0.643705; 0.639115; 0.643476
28.000000; 0.355208; 0.643476; 0.643476; 0.644792; 0.640273; 0.643476
29.000000; 0.354879; 0.643476; 0.643705; 0.645121; 0.636277; 0.643476
30.000000; 0.354879; 0.643705; 0.643705; 0.645121; 0.639231; 0.643476
31.000000; 0.354879; 0.644792; 0.645121; 0.645121; 0.639034; 0.643705
32.000000; 0.354879; 0.645121; 0.645121; 0.645121; 0.638735; 0.644792
33.000000; 0.354879; 0.645121; 0.645121; 0.645121; 0.640093; 0.645121
34.000000; 0.354879; 0.645121; 0.645121; 0.645121; 0.638988; 0.645121
35.000000; 0.354879; 0.645121; 0.645121; 0.645121; 0.638051; 0.645121
36.000000; 0.353902; 0.645121; 0.645121; 0.646098; 0.638726; 0.645121
37.000000; 0.353902; 0.645121; 0.645121; 0.646098; 0.637906; 0.645121
38.000000; 0.353902; 0.645609; 0.646098; 0.646098; 0.638235; 0.645121
39.000000; 0.353566; 0.646098; 0.646098; 0.646434; 0.636138; 0.646098
40.000000; 0.353566; 0.646098; 0.646098; 0.646434; 0.639794; 0.646098
41.000000; 0.353566; 0.646434; 0.646434; 0.646434; 0.636844; 0.646098
42.000000; 0.353566; 0.646434; 0.646434; 0.646434; 0.640474; 0.646434
43.000000; 0.353190; 0.646434; 0.646434; 0.646810; 0.636888; 0.646434
44.000000; 0.353190; 0.646434; 0.646434; 0.646810; 0.634012; 0.646434
45.000000; 0.352924; 0.646810; 0.646810; 0.647076; 0.642330; 0.646434
46.000000; 0.352801; 0.646810; 0.646810; 0.647199; 0.642867; 0.646810
47.000000; 0.352801; 0.646810; 0.647076; 0.647199; 0.644487; 0.646810
48.000000; 0.352801; 0.647076; 0.647199; 0.647199; 0.640585; 0.646810
49.000000; 0.352801; 0.647199; 0.647199; 0.647199; 0.638492; 0.647018
50.000000; 0.352761; 0.647199; 0.647199; 0.647239; 0.639367; 0.647199
51.000000; 0.352761; 0.647199; 0.647199; 0.647239; 0.644651; 0.647199
52.000000; 0.352761; 0.647199; 0.647239; 0.647239; 0.637837; 0.647199
53.000000; 0.352761; 0.647239; 0.647239; 0.647239; 0.642469; 0.647199
54.000000; 0.346982; 0.647239; 0.647239; 0.653018; 0.638726; 0.647239
55.000000; 0.346982; 0.647239; 0.647239; 0.653018; 0.636598; 0.647239
56.000000; 0.346982; 0.647239; 0.653018; 0.653018; 0.640610; 0.647239
57.000000; 0.346982; 0.653018; 0.653018; 0.653018; 0.642460; 0.653018
58.000000; 0.346982; 0.653018; 0.653018; 0.653018; 0.641080; 0.653018
59.000000; 0.346982; 0.653018; 0.653018; 0.653018; 0.636985; 0.653018
60.000000; 0.346982; 0.653018; 0.653018; 0.653018; 0.639042; 0.653018
61.000000; 0.346982; 0.653018; 0.653018; 0.653018; 0.638095; 0.653018
62.000000; 0.346373; 0.653018; 0.653018; 0.653627; 0.638892; 0.653018
