Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
863.229454; 0.240449; 0.759551; 0.759551; 0.759551; 0.752115; 0.759551 0.536394 0.982707
847.754823; 0.239936; 0.760064; 0.760064; 0.760064; 0.748827; 0.760064 0.536175 0.983952
1230.454039; 0.237132; 0.762868; 0.762868; 0.762868; 0.750138; 0.762868 0.536082 0.989653
1290.249156; 0.237132; 0.762868; 0.762868; 0.762868; 0.750987; 0.762868 0.536082 0.989653
1287.594258; 0.240449; 0.759551; 0.759551; 0.759551; 0.751484; 0.759551 0.536394 0.982707
1181.794449; 0.237132; 0.762868; 0.762868; 0.762868; 0.748849; 0.762868 0.536082 0.989653
876.226744; 0.237132; 0.762868; 0.762868; 0.762868; 0.750262; 0.762868 0.536082 0.989653
1109.103987; 0.237132; 0.762868; 0.762868; 0.762868; 0.751235; 0.762868 0.536082 0.989653
1289.586942; 0.237132; 0.762868; 0.762868; 0.762868; 0.750924; 0.762868 0.536082 0.989653
829.854091; 0.237132; 0.762868; 0.762868; 0.762868; 0.000000; 0.762868 0.536082 0.989653
