Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
421.983139; 0.347096; 0.652904; 0.652904; 0.652904; 0.641570; 0.652904; 0.428695; 0.877113
286.248001; 0.351296; 0.648704; 0.648704; 0.648704; 0.637562; 0.648704; 0.452729; 0.844679
370.960239; 0.320557; 0.679443; 0.679443; 0.679443; 0.637628; 0.679443; 0.376243; 0.982643
435.264760; 0.320557; 0.679443; 0.679443; 0.679443; 0.637605; 0.679443; 0.376243; 0.982643
436.398873; 0.320557; 0.679443; 0.679443; 0.679443; 0.644184; 0.679443; 0.376243; 0.982643
423.627896; 0.320557; 0.679443; 0.679443; 0.679443; 0.641529; 0.679443; 0.376243; 0.982643
388.411308; 0.320557; 0.679443; 0.679443; 0.679443; 0.641244; 0.679443; 0.376243; 0.982643
341.536606; 0.351296; 0.648704; 0.648704; 0.648704; 0.642091; 0.648704; 0.452729; 0.844679
295.707300; 0.351643; 0.648357; 0.648357; 0.648357; 0.640922; 0.648357; 0.449174; 0.847539
311.818606; 0.320557; 0.679443; 0.679443; 0.679443; 0.642211; 0.679443; 0.376243; 0.982643
