Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
460.897992; 0.368718; 0.631282; 0.631282; 0.631282; 0.607095; 0.631282; 0.396667; 0.865898
593.619867; 0.335438; 0.664562; 0.664562; 0.664562; 0.616717; 0.655611; 0.376594; 0.952530
423.193692; 0.335438; 0.664562; 0.664562; 0.664562; 0.617075; 0.664562; 0.376594; 0.952530
427.658534; 0.335438; 0.664562; 0.664562; 0.664562; 0.604054; 0.664562; 0.376594; 0.952530
494.711936; 0.335438; 0.664562; 0.664562; 0.664562; 0.609836; 0.664562; 0.376594; 0.952530
461.565022; 0.335438; 0.664562; 0.664562; 0.664562; 0.000000; 0.664562; 0.376594; 0.952530
468.868763; 0.335438; 0.664562; 0.664562; 0.664562; 0.606089; 0.664562; 0.376594; 0.952530
456.248884; 0.335438; 0.664562; 0.664562; 0.664562; 0.614685; 0.664562; 0.376594; 0.952530
492.293930; 0.335438; 0.664562; 0.664562; 0.664562; 0.617629; 0.664562; 0.376594; 0.952530
390.505395; 0.335438; 0.664562; 0.664562; 0.664562; 0.605472; 0.664562; 0.376594; 0.952530
