Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
703.513138; 0.160526; 0.839474; 0.839474; 0.839474; 0.815153; 0.821989; 0.696882; 0.982067
639.974097; 0.160526; 0.839474; 0.839474; 0.839474; 0.814539; 0.839474; 0.696882; 0.982067
470.486159; 0.160551; 0.839449; 0.839449; 0.839449; 0.815935; 0.839449; 0.696820; 0.982079
640.157795; 0.160526; 0.839474; 0.839474; 0.839474; 0.000000; 0.839474; 0.696882; 0.982067
476.744564; 0.168985; 0.831015; 0.831015; 0.831015; 0.814775; 0.831015; 0.698730; 0.963300
530.554259; 0.160526; 0.839474; 0.839474; 0.839474; 0.818038; 0.839474; 0.696882; 0.982067
442.280158; 0.160526; 0.839474; 0.839474; 0.839474; 0.814799; 0.839474; 0.696882; 0.982067
536.953819; 0.160526; 0.839474; 0.839474; 0.839474; 0.815009; 0.839474; 0.696882; 0.982067
601.777256; 0.160551; 0.839449; 0.839449; 0.839449; 0.815953; 0.839449; 0.696820; 0.982079
470.923241; 0.160526; 0.839474; 0.839474; 0.839474; 0.813819; 0.839474; 0.696882; 0.982067
