Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
411.127933; 0.288765; 0.711235; 0.711235; 0.711235; 0.692364; 0.711235; 0.465751; 0.956718
324.761480; 0.288765; 0.711235; 0.711235; 0.711235; 0.689977; 0.711235; 0.465751; 0.956718
355.244841; 0.297873; 0.702127; 0.702127; 0.702127; 0.691591; 0.702127; 0.529637; 0.874617
372.522462; 0.297873; 0.702127; 0.702127; 0.702127; 0.691217; 0.702127; 0.529637; 0.874617
363.361024; 0.297873; 0.702127; 0.702127; 0.702127; 0.691923; 0.702127; 0.529637; 0.874617
364.105972; 0.297873; 0.702127; 0.702127; 0.702127; 0.691260; 0.702127; 0.529637; 0.874617
350.173952; 0.297873; 0.702127; 0.702127; 0.702127; 0.691651; 0.702127; 0.529637; 0.874617
375.764207; 0.297873; 0.702127; 0.702127; 0.702127; 0.691377; 0.702127; 0.529637; 0.874617
328.547631; 0.297873; 0.702127; 0.702127; 0.702127; 0.691856; 0.702127; 0.529637; 0.874617
440.975853; 0.297873; 0.702127; 0.702127; 0.702127; 0.693074; 0.702127; 0.529637; 0.874617
