Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
455.952158; 0.332856; 0.667144; 0.667144; 0.667144; 0.000000; 0.667144; 0.350375; 0.983912
471.963178; 0.332856; 0.667144; 0.667144; 0.667144; 0.592933; 0.667144; 0.350375; 0.983912
466.183951; 0.332856; 0.667144; 0.667144; 0.667144; 0.593393; 0.667144; 0.350375; 0.983912
402.729162; 0.332856; 0.667144; 0.667144; 0.667144; 0.590387; 0.667144; 0.350375; 0.983912
404.594730; 0.332856; 0.667144; 0.667144; 0.667144; 0.588793; 0.667144; 0.350375; 0.983912
488.010165; 0.332856; 0.667144; 0.667144; 0.667144; 0.592872; 0.667144; 0.350375; 0.983912
427.792951; 0.332856; 0.667144; 0.667144; 0.667144; 0.594164; 0.667144; 0.350375; 0.983912
397.270243; 0.332856; 0.667144; 0.667144; 0.667144; 0.590160; 0.667144; 0.350375; 0.983912
419.233458; 0.332856; 0.667144; 0.667144; 0.667144; 0.589940; 0.667144; 0.350375; 0.983912
456.455340; 0.332856; 0.667144; 0.667144; 0.667144; 0.586270; 0.667144; 0.350375; 0.983912
