Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
296.759632; 0.299203; 0.700797; 0.700797; 0.700797; 0.694108; 0.700797; 0.498481; 0.903114
322.449410; 0.287918; 0.712082; 0.712082; 0.712082; 0.694825; 0.712082; 0.458116; 0.966047
293.349544; 0.287918; 0.712082; 0.712082; 0.712082; 0.694623; 0.712082; 0.458116; 0.966047
284.715548; 0.300188; 0.699812; 0.699812; 0.699812; 0.691232; 0.699812; 0.501490; 0.898134
304.861086; 0.298372; 0.701628; 0.701628; 0.701628; 0.691144; 0.701628; 0.490683; 0.912573
304.706678; 0.300188; 0.699812; 0.699812; 0.699812; 0.692757; 0.699812; 0.501490; 0.898134
305.487591; 0.287918; 0.712082; 0.712082; 0.712082; 0.691690; 0.712082; 0.458116; 0.966047
292.382006; 0.299203; 0.700797; 0.700797; 0.700797; 0.690447; 0.700797; 0.498481; 0.903114
314.215954; 0.287918; 0.712082; 0.712082; 0.712082; 0.694673; 0.712082; 0.458116; 0.966047
435.474431; 0.287918; 0.712082; 0.712082; 0.712082; 0.691098; 0.712082; 0.458116; 0.966047
