Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
441.753912; 0.362687; 0.637313; 0.637313; 0.637313; 0.630733; 0.637313; 0.383221; 0.891405
596.488122; 0.350237; 0.649763; 0.649763; 0.649763; 0.632604; 0.649763; 0.308739; 0.990788
526.673731; 0.362687; 0.637313; 0.637313; 0.637313; 0.632310; 0.637313; 0.383221; 0.891405
534.214293; 0.350237; 0.649763; 0.649763; 0.649763; 0.633342; 0.649763; 0.308739; 0.990788
596.352182; 0.350237; 0.649763; 0.649763; 0.649763; 0.631969; 0.649763; 0.308739; 0.990788
519.679478; 0.350384; 0.649616; 0.649616; 0.649616; 0.635096; 0.649616; 0.307157; 0.992074
596.125409; 0.350237; 0.649763; 0.649763; 0.649763; 0.630446; 0.649763; 0.308739; 0.990788
439.571453; 0.350237; 0.649763; 0.649763; 0.649763; 0.632167; 0.649763; 0.308739; 0.990788
494.278645; 0.360479; 0.639521; 0.639521; 0.639521; 0.630679; 0.639521; 0.354009; 0.925033
423.693704; 0.350237; 0.649763; 0.649763; 0.649763; 0.631969; 0.639720; 0.308739; 0.990788
