Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
2640.087526; 0.323116; 0.676884; 0.676884; 0.676884; 0.669358; 0.676884 0.364735 0.989032
3211.071444; 0.321954; 0.678046; 0.678046; 0.678046; 0.669878; 0.678046 0.365270 0.990821
4118.375432; 0.324169; 0.675831; 0.675831; 0.675831; 0.669417; 0.675831 0.365448 0.986214
3022.088928; 0.323116; 0.676884; 0.676884; 0.676884; 0.672073; 0.676884 0.364735 0.989032
2727.448225; 0.321954; 0.678046; 0.678046; 0.678046; 0.670882; 0.678046 0.365270 0.990821
4119.673628; 0.321954; 0.678046; 0.678046; 0.678046; 0.669863; 0.678046 0.365270 0.990821
2610.357251; 0.321954; 0.678046; 0.678046; 0.678046; 0.671443; 0.678046 0.365270 0.990821
4119.654498; 0.321954; 0.678046; 0.678046; 0.678046; 0.670280; 0.678046 0.365270 0.990821
4118.772173; 0.321954; 0.678046; 0.678046; 0.678046; 0.673410; 0.678046 0.365270 0.990821
2863.231201; 0.321954; 0.678046; 0.678046; 0.678046; 0.670559; 0.678046 0.365270 0.990821
