Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
386.998133; 0.357968; 0.642032; 0.642032; 0.642032; 0.619348; 0.642032; 0.302382; 0.981683
325.626148; 0.359104; 0.640896; 0.640896; 0.640896; 0.620921; 0.640896; 0.295702; 0.986089
387.832133; 0.357968; 0.642032; 0.642032; 0.642032; 0.621961; 0.642032; 0.302382; 0.981683
395.792964; 0.357968; 0.642032; 0.642032; 0.642032; 0.621054; 0.642032; 0.302382; 0.981683
327.157022; 0.357968; 0.642032; 0.642032; 0.642032; 0.618531; 0.642032; 0.302382; 0.981683
462.254128; 0.357968; 0.642032; 0.642032; 0.642032; 0.622882; 0.642032; 0.302382; 0.981683
437.801102; 0.357968; 0.642032; 0.642032; 0.642032; 0.620635; 0.642032; 0.302382; 0.981683
462.785859; 0.359104; 0.640896; 0.640896; 0.640896; 0.620420; 0.640896; 0.295702; 0.986089
314.431061; 0.357968; 0.642032; 0.642032; 0.642032; 0.622878; 0.642032; 0.302382; 0.981683
305.329096; 0.357968; 0.642032; 0.642032; 0.642032; 0.620779; 0.642032; 0.302382; 0.981683
