Tiempo; best; promedio; cuartil3; max; min; quartil1;c ;ssim
506.240138; 0.301839; 0.698161; 0.698161; 0.698161; 0.668008; 0.698161; 0.424309; 0.972012
320.167492; 0.301839; 0.698161; 0.698161; 0.698161; 0.667976; 0.698161; 0.424309; 0.972012
313.666549; 0.301839; 0.698161; 0.698161; 0.698161; 0.000000; 0.698161; 0.424309; 0.972012
395.748724; 0.301839; 0.698161; 0.698161; 0.698161; 0.668100; 0.698161; 0.424309; 0.972012
378.753872; 0.301839; 0.698161; 0.698161; 0.698161; 0.669587; 0.698161; 0.424309; 0.972012
343.292305; 0.301839; 0.698161; 0.698161; 0.698161; 0.668187; 0.698161; 0.424309; 0.972012
355.683466; 0.301839; 0.698161; 0.698161; 0.698161; 0.665369; 0.698161; 0.424309; 0.972012
332.106537; 0.301839; 0.698161; 0.698161; 0.698161; 0.665977; 0.698161; 0.424309; 0.972012
442.233066; 0.301839; 0.698161; 0.698161; 0.698161; 0.669176; 0.698161; 0.424309; 0.972012
303.627027; 0.301839; 0.698161; 0.698161; 0.698161; 0.666807; 0.698161; 0.424309; 0.972012
